listing_type,city,city_score,has_city,budget,budget_normalized,has_budget,has_email,has_phone,has_address,profile_complete,docs_uploaded,docs_score,is_long_term,has_move_in_date,is_business_hour,fifo_position,fifo_score,converted
Buy,Tunis,1.0,1,464149.0,0.3094326666666667,1,1,0,1,70,5,1.0,,0,1,2519,0.496,1
Buy,Monastir,0.8,1,851442.0,0.567628,1,1,1,1,100,5,1.0,,1,1,2520,0.496,1
Buy,Monastir,0.8,1,255019.0,0.17001266666666667,1,1,1,1,100,0,0.0,,1,1,2521,0.496,0
Rent,Unknown,0.3,0,1623.0,0.3246,1,1,1,1,100,0,0.0,,0,0,2522,0.496,0
Buy,Ariana,0.88,1,1375401.0,0.916934,1,1,1,1,100,5,1.0,,0,0,2523,0.495,1
Buy,Hammamet,0.82,1,1119707.0,0.7464713333333334,1,1,1,1,100,1,0.2,,1,0,2524,0.495,1
Buy,Tunis,1.0,1,1097143.0,0.7314286666666666,1,1,1,1,100,3,0.6,,0,1,2525,0.495,1
Rent,Sousse,0.9,1,1543.0,0.3086,1,1,1,0,60,5,1.0,,0,1,2526,0.495,1
Buy,Nabeul,0.78,1,,,0,1,1,1,100,3,0.6,,0,1,2527,0.495,1
Rent,Nabeul,0.78,1,2947.0,0.5894,1,1,1,1,100,0,0.0,,0,0,2528,0.494,1
Rent,Bizerte,0.75,1,832.0,0.1664,1,1,1,1,100,5,1.0,1.0,1,1,2529,0.494,1
Rent,Hammamet,0.82,1,4450.0,0.89,1,1,1,1,100,0,0.0,,0,0,2530,0.494,1
Rent,Hammamet,0.82,1,3592.0,0.7184,1,1,1,1,100,1,0.2,0.0,1,0,2531,0.494,1
Buy,La Marsa,0.95,1,897684.0,0.598456,1,1,1,1,100,0,0.0,,0,0,2532,0.494,0
Rent,Tunis,1.0,1,979.0,0.1958,1,1,1,1,100,0,0.0,0.0,1,1,2533,0.493,0
Rent,Sousse,0.9,1,4493.0,0.8986,1,1,1,1,100,0,0.0,1.0,1,1,2534,0.493,1
Rent,Ariana,0.88,1,2527.0,0.5054,1,1,1,0,60,1,0.2,0.0,1,1,2535,0.493,0
Buy,Monastir,0.8,1,283456.0,0.18897066666666668,1,1,1,1,100,1,0.2,,0,1,2536,0.493,0
Buy,Sousse,0.9,1,375107.0,0.2500713333333333,1,1,1,1,100,1,0.2,,1,1,2537,0.493,1
Rent,Tunis,1.0,1,,,0,1,1,1,100,3,0.6,0.0,1,1,2538,0.492,1
Buy,Non précisée,0.2,0,,,0,1,1,1,100,2,0.4,,0,1,2539,0.492,0
Buy,Sousse,0.9,1,1162775.0,0.7751833333333333,1,1,1,0,60,3,0.6,,0,0,2540,0.492,1
Rent,La Marsa,0.95,1,635.0,0.127,1,1,1,1,100,1,0.2,0.0,1,0,2541,0.492,0
Buy,Bizerte,0.75,1,,,0,1,1,1,100,1,0.2,,1,0,2542,0.492,0
Rent,Sousse,0.9,1,4482.0,0.8964,1,1,0,1,70,2,0.4,1.0,1,1,2543,0.491,1
Rent,Non précisée,0.2,0,1355.0,0.271,1,1,1,1,100,5,1.0,1.0,1,0,2544,0.491,1
Rent,Monastir,0.8,1,4377.0,0.8754,1,1,1,1,100,0,0.0,0.0,1,1,2545,0.491,1
Buy,Unknown,0.3,0,,,0,1,1,1,100,5,1.0,,1,0,2546,0.491,1
Rent,Ben Arous,0.83,1,2912.0,0.5824,1,1,1,1,100,3,0.6,1.0,1,1,2547,0.491,1
Buy,Ariana,0.88,1,441270.0,0.29418,1,1,1,1,100,4,0.8,,1,1,2548,0.49,1
Buy,Non précisée,0.2,0,371338.0,0.24755866666666668,1,1,1,1,100,3,0.6,,0,0,2549,0.49,0
Rent,Nabeul,0.78,1,2270.0,0.454,1,1,1,1,100,0,0.0,,0,1,2550,0.49,1
Buy,La Marsa,0.95,1,516974.0,0.3446493333333333,1,1,1,1,100,4,0.8,,0,1,2551,0.49,1
Buy,Unknown,0.3,0,,,0,1,1,1,100,4,0.8,,0,0,2552,0.49,0
Rent,Bizerte,0.75,1,4066.0,0.8132,1,1,1,1,100,2,0.4,1.0,1,1,2553,0.489,1
Rent,Unknown,0.3,0,1453.0,0.2906,1,1,1,1,100,0,0.0,0.0,1,1,2554,0.489,0
Buy,Bizerte,0.75,1,,,0,1,1,1,100,4,0.8,,0,1,2555,0.489,1
Rent,Nabeul,0.78,1,535.0,0.107,1,1,1,1,100,3,0.6,,0,1,2556,0.489,1
Buy,Nabeul,0.78,1,551558.0,0.36770533333333333,1,1,1,1,100,4,0.8,,1,0,2557,0.489,0
Rent,Nabeul,0.78,1,2120.0,0.424,1,1,1,1,100,1,0.2,0.0,1,1,2558,0.488,1
Buy,Sousse,0.9,1,872733.0,0.581822,1,1,1,1,100,0,0.0,,1,0,2559,0.488,0
Rent,Bizerte,0.75,1,1437.0,0.2874,1,1,0,0,30,3,0.6,1.0,1,0,2560,0.488,1
Rent,Unknown,0.3,0,1742.0,0.3484,1,1,1,1,100,0,0.0,1.0,1,1,2561,0.488,0
Buy,Monastir,0.8,1,,,0,1,1,0,60,4,0.8,,1,1,2562,0.488,1
Buy,Sousse,0.9,1,926581.0,0.6177206666666667,1,1,1,0,60,1,0.2,,1,0,2563,0.487,0
Rent,Ben Arous,0.83,1,4291.0,0.8582,1,1,0,0,30,0,0.0,,0,1,2564,0.487,1
Rent,Hammamet,0.82,1,,,0,1,1,1,100,5,1.0,1.0,1,0,2565,0.487,1
Rent,Nabeul,0.78,1,2832.0,0.5664,1,0,1,1,70,1,0.2,,0,1,2566,0.487,1
Rent,Non précisée,0.2,0,2079.0,0.4158,1,1,1,1,100,5,1.0,1.0,1,1,2567,0.487,1
Buy,Bizerte,0.75,1,657388.0,0.4382586666666667,1,1,1,1,100,0,0.0,,1,0,2568,0.486,0
Rent,Nabeul,0.78,1,1155.0,0.231,1,1,1,1,100,3,0.6,1.0,1,1,2569,0.486,1
Buy,Nabeul,0.78,1,1037614.0,0.6917426666666666,1,1,1,0,60,0,0.0,,1,0,2570,0.486,0
Buy,Non précisée,0.2,0,1049901.0,0.699934,1,1,1,0,60,5,1.0,,1,0,2571,0.486,1
Buy,Monastir,0.8,1,,,0,1,1,1,100,3,0.6,,0,0,2572,0.486,0
Rent,Unknown,0.3,0,3046.0,0.6092,1,1,1,1,100,0,0.0,1.0,1,0,2573,0.485,0
Buy,Hammamet,0.82,1,1133843.0,0.7558953333333334,1,1,1,1,100,1,0.2,,1,0,2574,0.485,1
Buy,Bizerte,0.75,1,1321448.0,0.8809653333333334,1,1,0,0,30,5,1.0,,0,1,2575,0.485,1
Buy,Ben Arous,0.83,1,1234050.0,0.8227,1,1,1,1,100,5,1.0,,0,0,2576,0.485,1
Rent,Hammamet,0.82,1,4414.0,0.8828,1,1,1,1,100,3,0.6,1.0,1,1,2577,0.485,1
Buy,La Marsa,0.95,1,473006.0,0.31533733333333336,1,1,1,1,100,0,0.0,,1,1,2578,0.484,1
Buy,Ariana,0.88,1,,,0,1,1,1,100,0,0.0,,1,1,2579,0.484,0
Buy,Non précisée,0.2,0,664123.0,0.4427486666666667,1,1,1,1,100,1,0.2,,1,1,2580,0.484,1
Buy,Sousse,0.9,1,636468.0,0.424312,1,1,1,1,100,1,0.2,,1,1,2581,0.484,1
Rent,Nabeul,0.78,1,3461.0,0.6922,1,1,1,1,100,3,0.6,1.0,1,0,2582,0.484,1
Buy,Bizerte,0.75,1,1261642.0,0.8410946666666667,1,1,1,0,60,2,0.4,,1,0,2583,0.483,1
Rent,Tunis,1.0,1,1361.0,0.2722,1,1,1,1,100,2,0.4,0.0,1,0,2584,0.483,1
Buy,Hammamet,0.82,1,988077.0,0.658718,1,1,1,0,60,1,0.2,,1,0,2585,0.483,1
Buy,Ben Arous,0.83,1,501959.0,0.33463933333333334,1,1,1,1,100,0,0.0,,0,0,2586,0.483,0
Rent,Hammamet,0.82,1,3341.0,0.6682,1,1,1,1,100,2,0.4,1.0,1,0,2587,0.483,1
Buy,Bizerte,0.75,1,1083364.0,0.7222426666666667,1,1,1,1,100,2,0.4,,0,1,2588,0.482,1
Rent,Non précisée,0.2,0,4059.0,0.8118,1,0,1,1,70,1,0.2,,0,1,2589,0.482,0
Buy,Monastir,0.8,1,1402888.0,0.9352586666666667,1,1,1,0,60,4,0.8,,1,1,2590,0.482,1
Rent,Sfax,0.85,1,3533.0,0.7066,1,1,1,1,100,3,0.6,,0,0,2591,0.482,1
Buy,Unknown,0.3,0,,,0,1,1,1,100,1,0.2,,0,0,2592,0.482,0
Buy,Sousse,0.9,1,,,0,1,0,1,70,5,1.0,,1,1,2593,0.481,1
Rent,Sousse,0.9,1,2373.0,0.4746,1,1,1,1,100,1,0.2,1.0,1,1,2594,0.481,1
Rent,Tunis,1.0,1,4473.0,0.8946,1,1,1,1,100,3,0.6,1.0,1,0,2595,0.481,1
Buy,Hammamet,0.82,1,,,0,1,1,1,100,2,0.4,,1,0,2596,0.481,0
Buy,Tunis,1.0,1,826935.0,0.55129,1,1,1,1,100,0,0.0,,0,0,2597,0.481,0
Buy,Bizerte,0.75,1,246255.0,0.16417,1,1,1,1,100,5,1.0,,1,0,2598,0.48,1
Buy,Sfax,0.85,1,661893.0,0.441262,1,1,1,1,100,4,0.8,,1,0,2599,0.48,1
Buy,Ariana,0.88,1,504530.0,0.33635333333333334,1,1,1,1,100,5,1.0,,1,1,2600,0.48,1
Rent,Unknown,0.3,0,,,0,1,1,0,60,3,0.6,1.0,1,0,2601,0.48,0
Buy,Nabeul,0.78,1,1380234.0,0.920156,1,1,1,1,100,3,0.6,,1,1,2602,0.48,1
Rent,Ariana,0.88,1,,,0,0,1,0,30,3,0.6,0.0,1,1,2603,0.479,0
Rent,Sfax,0.85,1,3992.0,0.7984,1,1,0,1,70,4,0.8,,0,1,2604,0.479,1
Buy,Hammamet,0.82,1,1155440.0,0.7702933333333334,1,1,1,1,100,5,1.0,,0,0,2605,0.479,1
Buy,Nabeul,0.78,1,866342.0,0.5775613333333334,1,1,1,1,100,0,0.0,,0,1,2606,0.479,0
Rent,Hammamet,0.82,1,4570.0,0.914,1,1,1,1,100,3,0.6,1.0,1,0,2607,0.479,1
Rent,Ariana,0.88,1,1853.0,0.3706,1,1,1,0,60,2,0.4,1.0,1,0,2608,0.478,0
Rent,Monastir,0.8,1,2261.0,0.4522,1,1,1,1,100,4,0.8,,0,0,2609,0.478,1
Rent,Hammamet,0.82,1,1072.0,0.2144,1,1,1,1,100,4,0.8,,0,0,2610,0.478,1
Rent,Ariana,0.88,1,3784.0,0.7568,1,1,1,1,100,0,0.0,1.0,1,0,2611,0.478,1
Buy,Ariana,0.88,1,380490.0,0.25366,1,1,1,1,100,3,0.6,,1,1,2612,0.478,1
Buy,Bizerte,0.75,1,1387922.0,0.9252813333333333,1,1,1,0,60,2,0.4,,0,1,2613,0.477,1
Rent,Bizerte,0.75,1,2254.0,0.4508,1,0,1,1,70,0,0.0,1.0,1,1,2614,0.477,1
Buy,Non précisée,0.2,0,1389888.0,0.926592,1,1,1,1,100,5,1.0,,1,1,2615,0.477,1
Rent,La Marsa,0.95,1,1249.0,0.2498,1,1,1,1,100,2,0.4,,0,0,2616,0.477,1
Rent,Unknown,0.3,0,3494.0,0.6988,1,1,1,0,60,3,0.6,0.0,1,0,2617,0.477,0
Buy,Non précisée,0.2,0,345304.0,0.23020266666666667,1,1,1,1,100,5,1.0,,1,1,2618,0.476,1
Rent,Non précisée,0.2,0,4147.0,0.8294,1,1,1,1,100,5,1.0,1.0,1,0,2619,0.476,1
Rent,Sfax,0.85,1,3859.0,0.7718,1,1,1,1,100,3,0.6,,0,0,2620,0.476,1
Rent,Ariana,0.88,1,1895.0,0.379,1,1,1,0,60,5,1.0,0.0,1,1,2621,0.476,1
Buy,Unknown,0.3,0,814473.0,0.542982,1,1,1,1,100,5,1.0,,0,0,2622,0.476,1
Buy,Bizerte,0.75,1,1358134.0,0.9054226666666667,1,1,1,1,100,2,0.4,,1,0,2623,0.475,1
Rent,Tunis,1.0,1,3040.0,0.608,1,1,1,0,60,2,0.4,,0,0,2624,0.475,1
Buy,Tunis,1.0,1,,,0,1,1,1,100,0,0.0,,1,0,2625,0.475,0
Rent,Nabeul,0.78,1,2011.0,0.4022,1,1,1,1,100,4,0.8,1.0,1,0,2626,0.475,1
Buy,Nabeul,0.78,1,1099401.0,0.732934,1,1,1,1,100,4,0.8,,0,1,2627,0.475,1
Rent,La Marsa,0.95,1,2365.0,0.473,1,1,1,1,100,3,0.6,0.0,1,1,2628,0.474,1
Buy,Sousse,0.9,1,,,0,1,1,1,100,5,1.0,,0,0,2629,0.474,1
Rent,Hammamet,0.82,1,4547.0,0.9094,1,1,1,1,100,4,0.8,1.0,1,1,2630,0.474,1
Buy,Bizerte,0.75,1,,,0,1,1,1,100,5,1.0,,0,1,2631,0.474,1
Rent,Unknown,0.3,0,,,0,1,1,1,100,2,0.4,,0,0,2632,0.474,0
Rent,Bizerte,0.75,1,1473.0,0.2946,1,1,1,1,100,1,0.2,1.0,1,0,2633,0.473,1
Buy,Monastir,0.8,1,932499.0,0.621666,1,1,1,1,100,5,1.0,,1,0,2634,0.473,1
Buy,Sfax,0.85,1,169253.0,0.11283533333333333,1,1,1,1,100,4,0.8,,1,0,2635,0.473,1
Rent,Ariana,0.88,1,,,0,0,1,1,70,4,0.8,0.0,1,0,2636,0.473,1
Buy,Nabeul,0.78,1,634432.0,0.42295466666666665,1,1,1,1,100,1,0.2,,1,0,2637,0.473,0
Buy,Tunis,1.0,1,512684.0,0.34178933333333333,1,1,1,0,60,3,0.6,,1,1,2638,0.472,1
Buy,Ariana,0.88,1,222695.0,0.14846333333333334,1,1,1,1,100,4,0.8,,0,1,2639,0.472,1
Rent,La Marsa,0.95,1,2400.0,0.48,1,1,1,1,100,5,1.0,,0,0,2640,0.472,1
Buy,Nabeul,0.78,1,494786.0,0.32985733333333334,1,1,1,0,60,4,0.8,,1,0,2641,0.472,1
Rent,Ben Arous,0.83,1,1442.0,0.2884,1,1,1,0,60,2,0.4,,0,1,2642,0.472,1
Buy,La Marsa,0.95,1,796540.0,0.5310266666666666,1,1,1,0,60,3,0.6,,1,0,2643,0.471,1
Buy,Ariana,0.88,1,884935.0,0.5899566666666667,1,1,1,1,100,1,0.2,,1,0,2644,0.471,0
Rent,Ariana,0.88,1,3228.0,0.6456,1,0,1,1,70,5,1.0,,0,1,2645,0.471,1
Buy,Ben Arous,0.83,1,941529.0,0.627686,1,1,1,1,100,4,0.8,,0,0,2646,0.471,1
Buy,La Marsa,0.95,1,229569.0,0.153046,1,1,1,1,100,1,0.2,,1,0,2647,0.471,0
Buy,La Marsa,0.95,1,1274174.0,0.8494493333333333,1,1,1,1,100,1,0.2,,1,0,2648,0.47,1
Rent,La Marsa,0.95,1,3853.0,0.7706,1,1,1,1,100,2,0.4,,0,0,2649,0.47,1
Rent,Non précisée,0.2,0,2897.0,0.5794,1,0,0,1,40,2,0.4,,0,1,2650,0.47,1
Buy,Hammamet,0.82,1,1206445.0,0.8042966666666667,1,1,1,1,100,1,0.2,,1,1,2651,0.47,1
Rent,Nabeul,0.78,1,4677.0,0.9354,1,1,0,0,30,2,0.4,0.0,1,0,2652,0.47,1
Rent,Tunis,1.0,1,,,0,1,1,1,100,5,1.0,,0,1,2653,0.469,1
Rent,Nabeul,0.78,1,707.0,0.1414,1,1,1,1,100,4,0.8,,0,0,2654,0.469,1
Buy,Non précisée,0.2,0,762812.0,0.5085413333333333,1,1,0,1,70,5,1.0,,0,1,2655,0.469,1
Buy,Ben Arous,0.83,1,98145.0,0.06543,1,1,1,1,100,1,0.2,,0,0,2656,0.469,0
Rent,Ben Arous,0.83,1,1275.0,0.255,1,1,0,0,30,0,0.0,,0,1,2657,0.469,0
Buy,Tunis,1.0,1,598781.0,0.39918733333333334,1,1,1,1,100,3,0.6,,0,0,2658,0.468,1
Rent,Nabeul,0.78,1,2661.0,0.5322,1,1,1,1,100,5,1.0,,0,0,2659,0.468,1
Rent,Bizerte,0.75,1,3310.0,0.662,1,1,1,1,100,2,0.4,,0,1,2660,0.468,1
Rent,Monastir,0.8,1,2789.0,0.5578,1,1,1,1,100,5,1.0,,0,1,2661,0.468,1
Rent,Ariana,0.88,1,3731.0,0.7462,1,1,1,0,60,5,1.0,1.0,1,1,2662,0.468,1
Buy,Unknown,0.3,0,790658.0,0.5271053333333333,1,1,1,1,100,3,0.6,,1,0,2663,0.467,1
Rent,Hammamet,0.82,1,4540.0,0.908,1,1,1,1,100,3,0.6,1.0,1,0,2664,0.467,1
Rent,Monastir,0.8,1,3646.0,0.7292,1,1,1,1,100,5,1.0,,0,0,2665,0.467,1
Rent,Ben Arous,0.83,1,4687.0,0.9374,1,0,0,1,40,2,0.4,0.0,1,0,2666,0.467,0
Buy,Ben Arous,0.83,1,614427.0,0.409618,1,1,1,1,100,0,0.0,,1,1,2667,0.467,1
Buy,Ben Arous,0.83,1,1239388.0,0.8262586666666667,1,0,1,1,70,5,1.0,,1,0,2668,0.466,1
Rent,Bizerte,0.75,1,3129.0,0.6258,1,1,1,0,60,4,0.8,0.0,1,0,2669,0.466,1
Rent,Ariana,0.88,1,1200.0,0.24,1,1,1,1,100,5,1.0,,0,1,2670,0.466,1
Buy,Unknown,0.3,0,1229285.0,0.8195233333333334,1,1,1,1,100,0,0.0,,0,1,2671,0.466,0
Rent,Unknown,0.3,0,2204.0,0.4408,1,1,1,1,100,2,0.4,,0,0,2672,0.466,0
Buy,Sfax,0.85,1,,,0,1,1,1,100,1,0.2,,1,0,2673,0.465,0
Rent,Bizerte,0.75,1,,,0,1,1,1,100,5,1.0,1.0,1,1,2674,0.465,1
Rent,La Marsa,0.95,1,1876.0,0.3752,1,1,1,1,100,2,0.4,0.0,1,1,2675,0.465,1
Buy,Ben Arous,0.83,1,1362417.0,0.908278,1,1,1,0,60,3,0.6,,1,1,2676,0.465,1
Rent,Nabeul,0.78,1,2101.0,0.4202,1,1,1,1,100,3,0.6,,0,0,2677,0.465,1
Buy,Hammamet,0.82,1,568941.0,0.379294,1,1,1,1,100,1,0.2,,1,0,2678,0.464,0
Rent,La Marsa,0.95,1,3766.0,0.7532,1,1,1,1,100,3,0.6,,0,0,2679,0.464,1
Buy,Hammamet,0.82,1,,,0,1,1,1,100,5,1.0,,1,0,2680,0.464,1
Buy,Ben Arous,0.83,1,174173.0,0.11611533333333333,1,1,1,1,100,3,0.6,,0,0,2681,0.464,1
Rent,Sfax,0.85,1,4347.0,0.8694,1,1,1,0,60,2,0.4,1.0,1,1,2682,0.464,1
Buy,Sousse,0.9,1,928230.0,0.61882,1,1,1,0,60,1,0.2,,1,0,2683,0.463,0
Rent,Monastir,0.8,1,4650.0,0.93,1,1,1,0,60,4,0.8,1.0,1,0,2684,0.463,1
Rent,Unknown,0.3,0,1489.0,0.2978,1,1,1,1,100,2,0.4,,0,0,2685,0.463,0
Buy,Ariana,0.88,1,548170.0,0.36544666666666664,1,1,1,1,100,2,0.4,,1,1,2686,0.463,1
Buy,Ben Arous,0.83,1,281104.0,0.18740266666666666,1,1,1,0,60,2,0.4,,1,0,2687,0.463,0
Buy,Ariana,0.88,1,475980.0,0.31732,1,1,1,1,100,2,0.4,,0,0,2688,0.462,0
Buy,Unknown,0.3,0,378798.0,0.252532,1,1,1,1,100,5,1.0,,1,1,2689,0.462,1
Buy,Hammamet,0.82,1,,,0,1,1,1,100,4,0.8,,0,1,2690,0.462,1
Buy,La Marsa,0.95,1,389159.0,0.25943933333333336,1,1,1,0,60,4,0.8,,0,0,2691,0.462,0
Rent,Monastir,0.8,1,1574.0,0.3148,1,1,1,1,100,4,0.8,1.0,1,1,2692,0.462,1
Buy,Unknown,0.3,0,1065118.0,0.7100786666666666,1,1,0,0,30,4,0.8,,1,1,2693,0.461,1
Buy,La Marsa,0.95,1,776153.0,0.5174353333333334,1,1,1,1,100,0,0.0,,1,0,2694,0.461,0
Buy,Bizerte,0.75,1,157203.0,0.104802,1,0,1,0,30,5,1.0,,1,1,2695,0.461,1
Buy,Ariana,0.88,1,1335381.0,0.890254,1,0,1,1,70,5,1.0,,1,0,2696,0.461,1
Buy,Ben Arous,0.83,1,888368.0,0.5922453333333333,1,1,1,1,100,0,0.0,,0,0,2697,0.461,1
Buy,Bizerte,0.75,1,1496560.0,0.9977066666666666,1,1,1,1,100,4,0.8,,1,0,2698,0.46,1
Buy,Hammamet,0.82,1,251868.0,0.167912,1,0,1,1,70,5,1.0,,0,0,2699,0.46,1
Buy,Tunis,1.0,1,707608.0,0.47173866666666664,1,1,1,1,100,0,0.0,,1,0,2700,0.46,1
Buy,Tunis,1.0,1,,,0,1,1,1,100,1,0.2,,0,1,2701,0.46,1
Buy,Unknown,0.3,0,1459534.0,0.9730226666666667,1,1,1,1,100,3,0.6,,0,0,2702,0.46,1
Buy,Ariana,0.88,1,1449984.0,0.966656,1,1,1,1,100,1,0.2,,1,0,2703,0.459,1
Buy,La Marsa,0.95,1,1292585.0,0.8617233333333333,1,1,1,1,100,1,0.2,,0,0,2704,0.459,1
Rent,Sousse,0.9,1,,,0,1,0,0,30,3,0.6,1.0,1,1,2705,0.459,1
Buy,Bizerte,0.75,1,107848.0,0.07189866666666667,1,1,1,1,100,2,0.4,,0,0,2706,0.459,0
Rent,Tunis,1.0,1,962.0,0.1924,1,1,1,1,100,0,0.0,1.0,1,1,2707,0.459,1
Rent,Bizerte,0.75,1,3743.0,0.7486,1,1,1,1,100,2,0.4,0.0,1,0,2708,0.458,1
Rent,Hammamet,0.82,1,2235.0,0.447,1,1,1,1,100,5,1.0,1.0,1,1,2709,0.458,1
Buy,Hammamet,0.82,1,793179.0,0.528786,1,1,1,1,100,3,0.6,,1,1,2710,0.458,1
Buy,Tunis,1.0,1,1086871.0,0.7245806666666667,1,1,0,1,70,4,0.8,,1,1,2711,0.458,1
Buy,Sousse,0.9,1,505953.0,0.337302,1,1,1,1,100,2,0.4,,1,0,2712,0.458,1
Rent,Bizerte,0.75,1,3423.0,0.6846,1,1,1,1,100,0,0.0,,0,0,2713,0.457,1
Buy,Sfax,0.85,1,922616.0,0.6150773333333334,1,1,1,0,60,5,1.0,,0,0,2714,0.457,1
Rent,Ariana,0.88,1,3550.0,0.71,1,1,1,1,100,3,0.6,,0,0,2715,0.457,1
Rent,Hammamet,0.82,1,4712.0,0.9424,1,1,1,1,100,3,0.6,0.0,1,1,2716,0.457,1
Buy,Tunis,1.0,1,,,0,1,1,1,100,5,1.0,,0,0,2717,0.457,1
Buy,Non précisée,0.2,0,772501.0,0.5150006666666667,1,1,1,1,100,5,1.0,,1,0,2718,0.456,1
Buy,Unknown,0.3,0,1061989.0,0.7079926666666667,1,1,1,1,100,2,0.4,,0,1,2719,0.456,1
Buy,Hammamet,0.82,1,1487789.0,0.9918593333333333,1,1,0,1,70,1,0.2,,0,0,2720,0.456,1
Rent,La Marsa,0.95,1,,,0,1,0,0,30,5,1.0,1.0,1,1,2721,0.456,1
Buy,La Marsa,0.95,1,989942.0,0.6599613333333333,1,1,1,1,100,4,0.8,,1,1,2722,0.456,1
Rent,Bizerte,0.75,1,3976.0,0.7952,1,1,0,0,30,1,0.2,,0,0,2723,0.455,0
Buy,Bizerte,0.75,1,908194.0,0.6054626666666667,1,1,1,1,100,5,1.0,,0,0,2724,0.455,1
Buy,Tunis,1.0,1,1082880.0,0.72192,1,1,1,1,100,5,1.0,,1,0,2725,0.455,1
Buy,Hammamet,0.82,1,247380.0,0.16492,1,1,1,1,100,2,0.4,,1,0,2726,0.455,0
Rent,Sfax,0.85,1,2799.0,0.5598,1,1,1,1,100,4,0.8,,0,1,2727,0.455,1
Buy,Ariana,0.88,1,1287272.0,0.8581813333333334,1,1,1,0,60,4,0.8,,1,0,2728,0.454,1
Buy,Sfax,0.85,1,1398472.0,0.9323146666666666,1,1,1,1,100,3,0.6,,1,0,2729,0.454,1
Buy,Sfax,0.85,1,1499243.0,0.9994953333333333,1,1,1,1,100,1,0.2,,0,0,2730,0.454,1
Rent,Bizerte,0.75,1,671.0,0.1342,1,1,1,0,60,3,0.6,1.0,1,0,2731,0.454,1
Rent,Nabeul,0.78,1,3027.0,0.6054,1,1,1,1,100,1,0.2,1.0,1,1,2732,0.454,1
Buy,Sousse,0.9,1,633955.0,0.42263666666666666,1,1,1,1,100,1,0.2,,1,1,2733,0.453,1
Buy,La Marsa,0.95,1,196255.0,0.13083666666666666,1,1,1,0,60,4,0.8,,1,0,2734,0.453,0
Rent,La Marsa,0.95,1,1770.0,0.354,1,1,1,1,100,1,0.2,1.0,1,0,2735,0.453,1
Buy,Non précisée,0.2,0,539204.0,0.3594693333333333,1,1,1,1,100,1,0.2,,1,1,2736,0.453,0
Rent,Nabeul,0.78,1,2871.0,0.5742,1,1,1,1,100,0,0.0,1.0,1,0,2737,0.453,1
Rent,Ariana,0.88,1,3066.0,0.6132,1,1,1,1,100,3,0.6,0.0,1,1,2738,0.452,1
Rent,Sousse,0.9,1,563.0,0.1126,1,1,1,1,100,1,0.2,1.0,1,0,2739,0.452,1
Buy,Nabeul,0.78,1,244925.0,0.16328333333333334,1,1,1,0,60,1,0.2,,0,0,2740,0.452,0
Rent,Monastir,0.8,1,4009.0,0.8018,1,0,1,0,30,5,1.0,,0,1,2741,0.452,1
Buy,Non précisée,0.2,0,690952.0,0.4606346666666667,1,1,1,0,60,2,0.4,,0,0,2742,0.452,0
Buy,Tunis,1.0,1,565130.0,0.37675333333333333,1,1,1,1,100,0,0.0,,0,1,2743,0.451,0
Buy,Unknown,0.3,0,658571.0,0.43904733333333334,1,1,1,1,100,2,0.4,,0,0,2744,0.451,0
Buy,Sousse,0.9,1,563069.0,0.37537933333333334,1,1,1,0,60,4,0.8,,1,1,2745,0.451,0
Rent,Non précisée,0.2,0,1044.0,0.2088,1,1,1,1,100,0,0.0,1.0,1,1,2746,0.451,0
Buy,Ben Arous,0.83,1,647703.0,0.431802,1,1,1,0,60,4,0.8,,1,0,2747,0.451,1
Buy,La Marsa,0.95,1,,,0,1,1,1,100,2,0.4,,1,0,2748,0.45,0
Buy,Ariana,0.88,1,425565.0,0.28371,1,1,0,1,70,0,0.0,,0,0,2749,0.45,0
Rent,Hammamet,0.82,1,2488.0,0.4976,1,1,1,1,100,0,0.0,0.0,1,1,2750,0.45,0
Rent,Non précisée,0.2,0,3768.0,0.7536,1,1,1,1,100,1,0.2,,0,1,2751,0.45,1
Buy,Ben Arous,0.83,1,187206.0,0.124804,1,1,1,1,100,4,0.8,,1,0,2752,0.45,1
Buy,Bizerte,0.75,1,,,0,1,1,1,100,3,0.6,,1,0,2753,0.449,1
Buy,Bizerte,0.75,1,472726.0,0.3151506666666667,1,1,1,1,100,1,0.2,,1,1,2754,0.449,0
Buy,La Marsa,0.95,1,1154800.0,0.7698666666666667,1,1,1,1,100,0,0.0,,1,1,2755,0.449,1
Rent,Sousse,0.9,1,4904.0,0.9808,1,1,1,1,100,4,0.8,0.0,1,1,2756,0.449,1
Buy,Nabeul,0.78,1,95526.0,0.063684,1,1,1,1,100,4,0.8,,1,1,2757,0.449,1
Rent,Ben Arous,0.83,1,4228.0,0.8456,1,1,1,1,100,3,0.6,1.0,1,1,2758,0.448,1
Rent,Nabeul,0.78,1,1087.0,0.2174,1,1,1,1,100,2,0.4,1.0,1,1,2759,0.448,1
Buy,Tunis,1.0,1,,,0,1,1,1,100,4,0.8,,1,1,2760,0.448,1
Buy,Bizerte,0.75,1,1330354.0,0.8869026666666666,1,1,1,1,100,3,0.6,,1,1,2761,0.448,1
Rent,La Marsa,0.95,1,,,0,1,1,1,100,5,1.0,,0,1,2762,0.448,1
Buy,Sfax,0.85,1,1352804.0,0.9018693333333333,1,1,0,0,30,1,0.2,,1,1,2763,0.447,1
